,0,1
1438,03.8.05.09,MANGASSA
1439,03.8.05.10,TOGOUDO
1440,03.8.06.01,AIFA
1441,03.8.06.02,HOUEGNONKPA
1442,03.8.06.03,HOUEHOUNTA-TOZOUNKPA
1443,03.8.06.04,KOUNDOKPOE
1444,03.8.06.05,TANGNIGBADJI
1445,03.8.06.06,TOGBONOU
1446,03.8.06.07,WEDJAME
1447,03.8.07.01,AGBOHOUNSOU
1448,03.8.07.02,AGONDENOU
1449,03.8.07.03,AGONGBO
1450,03.8.07.04,AGUIAKPA
1451,03.8.07.05,SEDJE-DENOU
1452,03.8.07.06,SEDJE-KPOTA
1453,03.8.07.07,SEDJE-ZOUNMEY-AGA
1454,03.8.08.01,AGLANGBIN
1455,03.8.08.02,AHOZONNOUDE
1456,03.8.08.03,AKPOMEY
1457,03.8.08.04,AYAHOUNTA-FIFADJI
1458,03.8.08.05,BODJI
1459,03.8.08.06,MISSEBO
1460,03.8.08.07,SEDJANNAKO
1461,03.8.08.08,SEDJE-HOUEGOUDO
1462,03.8.09.01,ADJAGO
1463,03.8.09.02,AGBODJEDO
1464,03.8.09.03,ANAVIE
1465,03.8.09.04,AVLESSA
1466,03.8.09.05,AZONKANME
1467,03.8.09.06,DJITIN-AGA
1468,03.8.09.07,GLEGBODJI AGAH
1469,03.8.09.08,GLEGBODJI DO
1470,03.8.09.09,HOUEZE
1471,03.8.09.10,TANGBO-AGA
1472,03.8.09.11,TANGBO-DO
1473,03.8.09.12,TANMEY
1474,03.8.09.13,YEVI
1475,03.8.10.01,ADJAKPA
1476,03.8.10.02,ADJRAKO
1477,03.8.10.03,AWONSEDJA
1478,03.8.10.04,HOUNLIKO
1479,03.8.10.05,HOUNSAGOUDO
1480,03.8.10.06,KOUDJANNADA-TOTA
1481,03.8.10.07,WAWATA-DANDJI
1482,03.8.10.08,WAWATA-ZOUNTO
1483,03.8.10.09,YOKPO-CENTRE
1484,03.8.51.01,AKPALI
1485,03.8.51.02,AKPALI-DO
1486,03.8.51.03,DOKOTA
1487,03.8.51.04,DOKOTA-AGA
1488,03.8.51.05,GOULO
1489,03.8.51.06,GUEKOUMEDE
1490,03.8.51.07,HAVIKPA
1491,03.8.51.08,HOUEDAZOUNKPA
1492,03.8.51.09,SODJI
1493,03.8.51.10,WAGA
1494,03.8.51.11,ZANNOUDJI
1495,03.8.51.12,ZE
1496,03.8.51.13,ZE-WEDJI
1497,03.8.51.14,ZOUNGBOMEY
1498,04.1.51.01,BEMBEREKE PEULH
1499,04.1.51.02,BEMBEREKE-EST
1500,04.1.51.03,BEMBEREKE-OUEST
1501,04.1.51.04,BEROU
1502,04.1.51.05,GAMARE
1503,04.1.51.06,GANDO
1504,04.1.51.07,GUERE
1505,04.1.51.08,KENEKOU
1506,04.1.51.09,KEROUKPOGO
1507,04.1.51.10,KOKABO
1508,04.1.51.11,KOSSOU
1509,04.1.51.12,PEDAROU
1510,04.1.51.14,WANRAROU
1511,04.1.01.01,BEROUBOUAY PEULH
1512,04.1.01.02,BEROUBOUAY-EST
1513,04.1.01.03,BEROUBOUAY-OUEST
1514,04.1.01.04,BOURATEBE
1515,04.1.01.06,KONGOU
1516,04.1.01.07,KONGOU-PEULH
1517,04.1.01.08,SOMBOUAN
1518,04.1.01.09,SOMBOUAN-PARIS
1519,04.1.02.01,BORO
1520,04.1.02.02,BOUANRI-GOUROU
1521,04.1.02.04,BOUANRI-SONGOURA
1522,04.1.02.05,GANDO-BOROU
1523,04.1.02.06,GBEROU-DABA
1524,04.1.02.07,GUERA-N'KALI
1525,04.1.02.08,GUERA-N'KALI-TASSI
1526,04.1.02.09,KASSAROU
1527,04.1.02.10,KASSAROU GNEL BABI
1528,04.1.02.11,SISSIGOUROU
1529,04.1.02.12,TEME
1530,04.1.03.01,BAOURA
1531,04.1.03.02,BEREKE-GANDO
1532,04.1.03.03,BEREKE-GOUROU
1533,04.1.03.04,BOKE
1534,04.1.03.05,BOUAY
1535,04.1.03.06,BOURI
1536,04.1.03.07,DANTCHA
1537,04.1.03.08,GAMIA-EST
1538,04.1.03.09,GAMIA-OUEST
1539,04.1.03.10,GANRO
1540,04.1.03.11,GUESSOU-NORD
1541,04.1.03.12,KPEBERA
1542,04.1.03.13,MANI-BOKE
1543,04.1.03.14,TIMBOURE
1544,04.1.04.01,GOUA
1545,04.1.04.02,GUESSOU-BANM TAKA
1546,04.1.04.03,GUESSOU-BANM TAKA-OUEST
1547,04.1.04.04,GUESSOU-BANM TAKA-PEULH
1548,04.1.04.05,INA
1549,04.1.04.06,INA-EST
1550,04.1.04.07,INA-GANDO
1551,04.1.04.08,INA-OUEST
1552,04.1.04.09,INA-PEULH
1553,04.1.04.10,KONOU
1554,04.1.04.11,SIKOURO
1555,04.1.04.12,WODORA
1556,04.1.04.13,WONKA-GOUROU
1557,04.2.01.01,BANAGBASSON
1558,04.2.01.02,BANEZI
1559,04.2.01.03,BANEZI PEULH
1560,04.2.01.04,BASSO
1561,04.2.01.05,BASSO-PEULH
1562,04.2.01.06,GAWEZI
1563,04.2.01.07,GBEKONA
1564,04.2.01.08,GOROGAWO
1565,04.2.01.09,LADOUGA
1566,04.2.01.10,NEGANZI
1567,04.2.01.11,NEGANZI-PEULH
1568,04.2.02.01,ADA-KPANE
1569,04.2.02.02,BESSASSI-BOUCA
1570,04.2.02.03,BOUCA
1571,04.2.02.04,BOUCA-GANDO
1572,04.2.02.05,BOUCA-PEULH
1573,04.2.02.06,BOUCA-WOOROU
1574,04.2.02.07,BOURAOURE
1575,04.2.02.08,GANDO-GOUROU
1576,04.2.02.09,GBASSI
1577,04.2.02.10,GBASSI-GANDO
1578,04.2.02.11,GBEROUGBASSI
1579,04.2.02.12,GNEL-BOUCATOU
1580,04.2.02.13,KAALA
1581,04.2.02.14,KAREL
1582,04.2.02.15,KOUREL
1583,04.2.02.16,SEREGOUROU
1584,04.2.03.01,ALAFIAROU-DERASSI
1585,04.2.03.02,DERASSI
1586,04.2.03.03,GANNOURE-HERE
1587,04.2.03.04,GNEL-KELE
1588,04.2.03.05,GUIRI-GANDO
1589,04.2.03.06,GUIRI-PEULH
1590,04.2.03.07,KAKATINNIN
1591,04.2.03.08,MAREGUINTA
1592,04.2.03.09,MATCHORE
1593,04.2.03.10,TOUCARE
1594,04.2.03.11,WONKO
1595,04.2.04.01,ALAFIAROU-GANDO
1596,04.2.04.02,BATIN
1597,04.2.04.04,DANGOROU
1598,04.2.04.05,DJEGA-DUNKASSA
1599,04.2.04.06,DJILIDJALARE
1600,04.2.04.07,DUNKASSA
1601,04.2.04.08,DUNKASSA-PEULH
1602,04.2.04.10,GNEL-GAMADJE
1603,04.2.04.11,GOROBANI
1604,04.2.04.12,KIRICOUBE
1605,04.2.04.13,OUENAGOUROU
1606,04.2.51.01,BESSASSI
1607,04.2.51.02,BESSASSI-BEA
1608,04.2.51.04,DANGANZI
1609,04.2.51.05,DJEGA-KALALE
1610,04.2.51.06,GOUDEMA
1611,04.2.51.07,KALALE
1612,04.2.51.08,KALALE-PEULH
1613,04.2.51.09,KALALE-SESSOUAN
1614,04.2.51.11,KIDAROUKPEROU
1615,04.2.51.12,LOU
1616,04.2.51.13,NASSICONZI
1617,04.2.51.14,SEBANA
1618,04.2.51.15,WOBADJE
1619,04.2.51.16,YOLLA
1620,04.2.51.17,ZAMBARA
1621,04.2.05.01,ANGARADEBOU
1622,04.2.05.02,BAGARIA
1623,04.2.05.03,BOA
1624,04.2.05.04,BOA-GANDO
1625,04.2.05.05,GANDO-BAKA
1626,04.2.05.06,GBEI
1627,04.2.05.07,GNEL-DJOBO
1628,04.2.05.08,GNEL-YAKAN
1629,04.2.05.09,GOSSODJI
1630,04.2.05.10,KORODJI
1631,04.2.05.11,PEONGA
1632,04.3.01.01,ANGARADEBOU
1633,04.3.01.02,BIO-SIKA
1634,04.3.01.03,BORI
1635,04.3.01.04,BORI-N'DARNON
1636,04.3.01.05,BORI-PEULH
1637,04.3.01.06,DARNON-GOUROU
1638,04.3.01.07,GBITEBOU
1639,04.3.01.08,GOUNIN
1640,04.3.01.09,KORI
1641,04.3.01.10,MAREGOUROU
1642,04.3.01.11,MAREGOUROU-PEULH
1643,04.3.01.12,SONNOUMON
1644,04.3.01.13,SONNOUMON-GANDO
1645,04.3.01.14,SONNOUMON-PEULH
1646,04.3.01.15,SOUAROU
1647,04.3.01.16,TEME
1648,04.3.01.17,TEME-PEULH
1649,04.3.02.01,ALAFIAROU
1650,04.3.02.02,BINASSI
1651,04.3.02.03,DARNON
1652,04.3.02.04,DOUROUBE
1653,04.3.02.05,GBEGOUROU
1654,04.3.02.06,GUESSOU
1655,04.3.02.07,SINAWOURAROU
1656,04.3.51.01,BANHOUN
1657,04.3.51.02,BANHOUN-GANDO
1658,04.3.51.03,KERI
1659,04.3.51.04,N'DALI-PEULH
1660,04.3.51.05,SAKAROU
1661,04.3.51.06,SINISSON
1662,04.3.51.07,SUANIN
1663,04.3.51.08,TEPA
1664,04.3.51.09,TREBOUN
1665,04.3.51.10,WARI-GOURA
1666,04.3.51.11,WOASSON
1667,04.3.51.12,WOBAKAROU
1668,04.3.51.13,YEROUMAROU
1669,04.3.03.01,BANHOUN-KPO
1670,04.3.03.02,BOUNIN
1671,04.3.03.03,BOUYEROU
1672,04.3.03.04,DANKOUROU
1673,04.3.03.05,GAH-WINRA
1674,04.3.03.06,MOUSSOUKOURE
1675,04.3.03.07,OUENOU
1676,04.3.03.08,OUENOU-PEULH
1677,04.3.03.09,POURAMPARE
1678,04.3.03.10,TAMAROU
1679,04.3.03.11,WARIKPA
1680,04.3.03.12,WEREKE
1681,04.3.04.01,BOKO
1682,04.3.04.02,DABOU
1683,04.3.04.03,GAH ALEROU
1684,04.3.04.04,GAH-SANKOUNIN
1685,04.3.04.05,GANDOU-NOMBA
1686,04.3.04.06,GBEGUINA
1687,04.3.04.07,KAKARA
1688,04.3.04.08,KOMIGUEA
1689,04.3.04.09,MAREBOROU
1690,04.3.04.10,SAKAROU
1691,04.3.04.11,SAMOUNIN
1692,04.3.04.12,SIRAROU
1693,04.3.04.14,TOUNRE
1694,04.3.04.15,YANKOI
1695,04.4.01.01,BIRO
1696,04.4.01.02,GNANHOUN
1697,04.4.01.03,MASSIAGOUROU
1698,04.4.01.05,NINGOUAROU
1699,04.4.01.06,OURAROU
1700,04.4.01.07,SONSONRE
1701,04.4.01.08,TEBO
1702,04.4.02.01,GBARI
1703,04.4.02.03,GNONKOURAKALI
1704,04.4.02.04,GOUROU-PIBOU
1705,04.4.02.05,GUEMA
1706,04.4.02.06,GUINROU
1707,04.4.02.07,GUINROU-PEULH
1708,04.4.02.08,SOUBO-BARAWOROU
1709,04.4.02.10,WOROUMANGASSAROU
1710,04.4.51.01,ANGANKIROU
1711,04.4.51.02,BARKEDJE
1712,04.4.51.03,BAROUGOUROUSSI
1713,04.4.51.04,BELLE
1714,04.4.51.05,BOO
1715,03.5.51.06,DOKODJI
1716,03.5.51.07,HOUNDOMEY
1717,03.5.51.08,SINDOMEY
1718,03.5.06.01,ANIANKOMEY
1719,03.5.06.02,AVLEZOUNMEY
1720,03.5.06.03,DOGODO
1721,03.5.06.04,EGUEKOMEY
1722,03.5.06.05,GBETINGAO
1723,03.5.06.06,HLOUAZOUNMEY
1724,03.5.06.07,HOUNHOUE
1725,03.5.06.08,KPACOMEY
1726,03.5.06.09,LOKPODJI
1727,03.5.06.10,NONHOUETO
1728,03.5.06.11,SO-CHANHOUETODO
1729,03.5.06.12,SOMAI
1730,03.5.06.13,TCHINANCOMEY
1731,03.5.06.14,TOTAKOUN
1732,03.5.06.15,VEKKY DAHO
1733,03.5.06.16,VEKKY DOGBODJI
1734,03.5.06.17,ZOUNHOMEY
1735,03.6.01.01,AGUE
1736,03.6.01.02,BADOVITA
1737,03.6.01.03,HOUEGLE
1738,03.6.01.04,KINZOUN
1739,03.6.01.05,NIARIN
1740,03.6.01.06,SEDJE
1741,03.6.01.07,TAKON
1742,03.6.02.01,AGBAME
1743,03.6.02.02,BOSSOUVI
1744,03.6.02.03,DOGOUDO
1745,03.6.02.04,HELITA
1746,03.6.02.05,HOUNYEME
1747,03.6.02.06,KOUDJANANKO
1748,03.6.03.01,ABOLOU
1749,03.6.03.02,ADJAHO
1750,03.6.03.03,AGAGA
1751,03.6.03.04,AGBAGA
1752,03.6.03.05,AGBLOME
1753,03.6.03.06,AHOGBEME
1754,03.6.03.07,CASSAGBO
1755,03.6.03.08,DOWA
1756,03.6.03.09,HONLI
1757,03.6.03.10,SEDESSA ALIGOUDO
1758,03.6.03.11,ZA
1759,03.6.03.12,ZIMBENOU
1760,03.6.04.01,ADJAKAME
1761,03.6.04.02,AGBOTAGON
1762,03.6.04.03,AGON
1763,03.6.04.04,COGBO-CAMPEMENT
1764,03.6.04.05,DAME CENTRE
1765,03.6.04.06,DOLOUVI
1766,03.6.04.07,GUEME
1767,03.6.04.08,HESSAVI-COME
1768,03.6.04.09,MAZOUNKPA
1769,03.6.04.10,TOGO
1770,03.6.05.01,DAME-GBEDJI
1771,03.6.05.02,HOUNGO-DAME
1772,03.6.05.03,HOUNGO-GOVE
1773,03.6.05.04,KPOKPA
1774,03.6.05.05,TOGOUDO
1775,03.6.05.06,TOGOUIN
1776,03.6.05.07,ZOHOUNKPO
1777,03.6.05.08,ZOUNDJI
1778,03.6.06.01,AKPE
1779,03.6.06.02,HOUEGBO TOHOME
1780,03.6.06.03,HOUEGBO-GARE
1781,03.6.06.04,HOUENOUSSOU
1782,03.6.06.05,YENAWA
1783,03.6.07.01,ADJIDO
1784,03.6.07.02,AGLADOKPA
1785,03.6.07.03,AZONME
1786,03.6.07.04,DOME
1787,03.6.07.05,GANME
1788,03.6.08.01,ACLONME
1789,03.6.08.02,AGAGA
1790,03.6.08.03,AGBOZOUNKPA
1791,03.6.08.04,AKLISSA
1792,03.6.08.06,FANDJI
1793,03.6.08.07,SOME
1794,03.6.08.08,VODJE
1795,03.6.08.09,ZOUNGAME
1796,03.6.09.01,AGAHOUNKPOKON
1797,03.6.09.03,AHLANKPA
1798,03.6.09.04,AVISSA
1799,03.6.09.05,AYAHONOU
1800,03.6.09.06,AZONSA
1801,03.6.09.07,KPOZOUNME
1802,03.6.09.08,LANHONNOU
1803,03.6.51.02,GOMEY
1804,03.6.51.03,HOUNNOUVIE
1805,03.6.51.04,SEDJI
1806,03.6.51.05,TOFFO-GARE
1807,03.6.51.06,ZEKO
1808,03.7.01.01,AGUETA
1809,05.5.10.06,OUESSE
1810,05.5.10.07,TCHOGODO
1811,05.5.51.01,DAGADOHO
1812,05.5.51.02,DJANTADOHO
1813,05.5.51.03,DJIME
1814,05.5.51.04,DODOMEY
1815,05.5.51.05,HONNOUKON
1816,05.5.51.06,KPAKPASSA
1817,05.5.51.07,LOWO
1818,05.5.51.08,MISSE
1819,05.5.51.09,SOHEDJI
1820,05.5.51.10,ZOUNDJI
1821,05.5.52.01,AHOSSEDO
1822,05.5.52.02,DOZOUNDJI
1823,05.5.52.03,GBAFFO DOGOUDO
1824,05.5.52.04,GBAFFO HOUEGBO
1825,05.5.52.05,MAKINNOU
1826,05.5.52.06,ZONGO
1827,05.5.52.07,ZOUZONKANME
1828,05.5.53.01,AZONKANGOUDO
1829,05.5.53.02,COVEDJI
1830,05.5.53.03,DOISSA HONNOUKON
1831,05.5.53.04,DOISSA SOKPA
1832,05.5.53.05,LOGBO
1833,05.5.53.06,MOUSSOUNGO
1834,05.5.53.07,N'GBEHAN
1835,05.5.11.01,ADJOYA
1836,05.5.11.02,DJABIGON
1837,05.5.11.03,IGBERI
1838,05.5.11.04,KOFFODOUA
1839,05.5.11.05,OBICRO
1840,05.5.11.06,ODO-AGBON
1841,05.5.11.07,OTTELE
1842,05.5.11.08,TCHETTI
1843,05.6.51.01,AGBABOUE
1844,05.6.51.02,ATTI
1845,05.6.51.03,DJALOUMON
1846,05.6.51.04,IGBOE
1847,05.6.51.05,ISSALE OTIN
1848,05.6.51.06,KINGOUN
1849,05.6.51.07,TCHOUI
1850,05.6.01.01,BESSE OWODE
1851,05.6.01.02,DJABATA
1852,05.6.01.03,IGBODJA
1853,05.6.01.04,KADJOGBE
1854,05.6.01.05,OKPA
1855,05.6.52.01,ADJEGOULE
1856,05.6.52.02,AGBADJO
1857,05.6.52.03,AGBAIGODO
1858,05.6.52.04,AWO SERIKI
1859,05.6.52.05,DJANGBE
1860,05.6.52.06,KILIBO-OGBO
1861,05.6.52.07,MADINA
1862,05.6.52.08,TCHOUGBE
1863,05.6.02.01,ALAFIA
1864,05.6.02.02,ATESSE
1865,05.6.02.03,BAAKO
1866,05.6.02.04,BABAGUIDAI
1867,05.6.02.05,GAH AKEEKEE
1868,05.6.02.06,GOGORO
1869,05.6.02.07,MONTEWO
1870,05.6.02.08,OKE OLOU-OSSIN
1871,05.6.02.09,OKE OLOU-OTIN
1872,05.6.02.10,OKOUNFO
1873,05.6.02.11,TCHAYAGBANGBA
1874,05.6.03.01,ATCHAKPA
1875,05.6.03.02,ATCHAKPA-KPINGNI
1876,05.6.03.03,AYEDJOKO
1877,05.6.03.04,DANI
1878,05.6.03.05,EETOU
1879,05.6.03.06,ETIOFE
1880,05.6.03.07,GOBE
1881,05.6.04.01,AKON
1882,05.6.04.02,GBERE
1883,05.6.04.03,MONKA
1884,05.6.04.04,OKE OWO
1885,05.6.04.06,SANDEHOU
1886,05.6.53.01,BOUBOUHOU
1887,05.6.53.02,DAKPA
1888,05.6.53.03,DEPOT CENTRE
1889,05.6.53.04,FATCHODJONIN
1890,05.6.53.05,KPABAI
1891,05.6.53.07,ZONGO
1892,05.6.05.01,BANIGBE
1893,05.6.05.02,DIHO-AGBONGUI
1894,05.6.05.03,DIHO-OGBO
1895,05.6.05.04,IWEE
1896,05.6.05.05,KADJOLA
1897,05.6.05.07,OUOGHI-GARE
1898,05.6.05.08,OUOGHI-TITON
1899,05.6.05.09,TCHINTCHIN
1900,06.1.51.01,AFLANTAN
1901,06.1.51.02,APLAHOUE
1902,06.1.51.03,AVEGODO
1903,04.4.51.06,BOUKANERE
1904,04.4.51.07,DANRI
1905,04.4.51.08,DONKPARAWI
1906,04.4.51.09,GAH-MARO
1907,04.4.51.10,GAH-MARO-PEULH
1908,04.4.51.11,GBAOUSSI
1909,04.4.51.12,GBAOUSSI-KPAA
1910,04.4.51.13,GORI
1911,04.4.51.14,GOURE-GBATA
1912,04.4.51.15,GOUROU
1913,04.4.51.16,GUIDANDOLE
1914,04.4.51.17,KALI
1915,04.4.51.18,KOUSSOUKOU
1916,04.4.51.19,KPARISSEROU
1917,04.4.51.20,KPAWOLOU
1918,04.4.51.21,MARO
1919,04.4.51.22,MONNON
1920,04.4.51.23,SAKABANSI
1921,04.4.51.24,SONWORE
1922,04.4.51.25,TAKOU
1923,04.4.51.26,TEPA
1924,04.4.51.27,TONTAROU
1925,04.4.51.28,TONTAROU-PEULH
1926,04.4.51.29,TOTOROU
1927,04.4.51.30,WONKO
1928,04.4.51.31,YAKO-KPAROU
1929,04.4.03.01,ALAFIAROU
1930,04.4.03.02,FOMBAWI
1931,04.4.03.03,GNELKIRADJE
1932,04.4.03.04,GNELSANDA
1933,04.4.03.05,GOSSOGUI-GOUREBATA
1934,04.4.03.06,GOTEL
1935,04.4.03.07,GOURE BABA
1936,04.4.03.08,OUENOU-NIKKI
1937,04.4.03.09,OUROUMON
1938,04.4.03.10,OUROUMONSI-PEULH
1939,04.4.03.11,SANSI
1940,04.4.03.12,TCHICANDOU
1941,04.4.03.13,WEKETERE
1942,04.4.04.01,BAANI
1943,04.4.04.02,GANROU
1944,04.4.04.03,GANROU-PEULH
1945,04.4.04.04,GBEGOUROU
1946,04.4.04.05,KASSAPERE
1947,04.4.04.06,KONI
1948,04.4.04.07,MOUSSOURE
1949,04.4.04.08,OUENRA-PEULH
1950,04.4.04.09,SEREKALI-BAKA
1951,04.4.04.10,SEREWONDIROU
1952,04.4.04.11,YAO-GOUROU
1953,04.4.04.12,YORAROU
1954,04.4.05.01,BANTERE
1955,04.4.05.02,CHEIN-DAROUKPARA
1956,04.4.05.03,DANNON
1957,04.4.05.04,DAROUKPARA
1958,04.4.05.05,GANCHON
1959,04.4.05.06,SOUMAROU
1960,04.4.05.07,SUYA
1961,04.4.06.01,CHEIN-TASSO
1962,04.4.06.02,DEMAN
1963,04.4.06.03,FO-DAROU
1964,04.4.06.04,GAN-GBEROU
1965,04.4.06.05,GBABIRE
1966,04.4.06.06,GORE
1967,04.4.06.07,KPEBOURABOU
1968,04.4.06.08,SINANGOUROU
1969,04.4.06.09,TANAKPE
1970,04.4.06.10,TASSO
1971,04.5.01.01,ALAGA
1972,04.5.01.02,ALBARIKA
1973,04.5.01.03,BAKINKOURA
1974,04.5.01.04,BAKPEROU
1975,04.5.01.05,BANIKANNI-DOUWEROU
1976,04.5.01.06,BEYAROU
1977,04.5.01.07,BOSSO-CAMPS-PEULHS
1978,04.5.01.09,CAMP-ADAGBE
1979,04.5.01.10,DAMAGOUROU
1980,04.5.01.11,DEPOT
1981,04.5.01.12,GAANON
1982,04.5.01.13,GOUNIN
1983,04.5.01.14,KABASSIRA
1984,04.5.01.15,KADERA
1985,04.5.01.17,KPEROU-GUERA
1986,04.5.01.18,MADINA
1987,04.5.01.19,MONNON
1988,04.5.01.20,OUEZE
1989,04.5.01.21,SAWARAROU
1990,04.5.01.22,SINAGOUROU
1991,04.5.01.24,THIAN
1992,04.5.01.25,TITIROU
1993,04.5.01.26,TOUROU-DISPENSAIRE
1994,04.5.01.27,TOUROU-PALAIS-ROYAL
1995,04.5.01.28,WOROU-TOKOROU
1996,04.5.01.29,ZAZIRA
1997,04.5.02.01,AGBA AGBA
1998,04.5.02.02,ASSAGBININ BAKA
1999,04.5.02.03,BAKOUNOUROU
2000,04.5.02.04,BANIKANNI
2001,04.5.02.05,BANIKANNI-ENI
2002,04.5.02.06,BANIKANNI-MADJATOM
2003,04.5.02.07,BAPARAPE
2004,04.5.02.08,GOROMOSSO
2005,04.5.02.09,KOROBOROROU
2006,04.5.02.10,KOROBOROROU-PEULH
2007,04.5.02.11,LADJIFARANI
2008,04.5.02.12,LADJIFARANI-PETIT PERE
2009,04.5.02.13,LEMANDA
2010,04.5.02.14,NIMA-SOKOUNON
2011,04.5.02.15,ROSE-CROIX BAH MORA
2012,04.5.02.16,WOUBEKOU-GAH
2013,04.5.02.17,ZONGO-ZENON
2014,04.5.03.01,AMANWIGNON
2015,04.5.03.02,DOKPAROU
2016,04.5.03.03,GAH
2017,04.5.03.04,GANOU
2018,04.5.03.05,GBIRA
2019,04.5.03.06,GUEMA
2020,04.5.03.07,NIKKIKPEROU
2021,04.5.03.08,SWINROU-KPASSAGAMBOU
2022,04.5.03.09,TRANZA
2023,04.5.03.10,WANSIROU
2024,04.5.03.11,WORE
2025,04.5.03.12,ZONGO
2026,04.6.01.01,ASSAGNAHOUN
2027,04.6.01.02,BORO
2028,04.6.01.03,DIGUIDIROU
2029,04.6.01.04,DIGUIDIROU-PEULH
2030,04.6.01.05,GNINSY
2031,04.6.01.06,GNINSY-GANDO
2032,04.6.01.07,GNINSY-PEULH
2033,04.6.01.08,GOROBANI
2034,04.6.01.09,KOUKOUMBOU
2035,04.6.01.10,SANDILO
2036,04.6.01.11,SANDILO-GANDO
2037,04.6.01.12,SANREKOU
2038,04.6.01.13,SOMBIRIKPEROU
2039,04.6.02.01,BANIGOUROU
2040,04.6.02.02,BEREKOUDO
2041,04.6.02.03,BOUGNANKOU
2042,04.6.02.04,GAH-MARO
2043,04.6.02.05,GANDO-ALAFIAROU
2044,04.6.02.06,GBANDE
2045,04.6.02.07,GOMMEY
2046,04.6.02.08,GOUNKPARE
2047,04.6.02.09,GUINAGOUROU
2048,04.6.02.10,GUINAGOUROU-PEULH
2049,04.6.02.11,KABADOU
2050,04.6.02.12,KPAWOLOU
2051,04.6.02.13,NANIN
2052,04.6.02.14,NASSY
2053,04.6.02.15,NASSY-GANDO
2054,04.6.02.16,OGAMOIN
2055,04.6.02.17,SINANIMOIN
2056,04.6.02.18,SONON
2057,04.6.02.19,WOKPAROU
2058,04.6.02.20,WONDOU
2059,04.6.03.01,GUINRO
2060,04.6.03.02,KPEBIE
2061,04.6.03.03,KPEBIE-GANDO
2062,04.6.03.04,TCHORI
2063,04.6.03.05,WON
2064,04.6.04.01,BOUGNEROU
2065,04.6.04.02,PANE-GUEA
2066,04.6.04.03,TABEROU
2067,04.6.51.01,BAWERA
2068,04.6.51.02,BOHEROU
2069,04.6.51.03,BOKEROU
2070,04.6.51.04,BORIKIROU
2071,04.6.51.05,KOUSSO
2072,04.6.51.06,NIMA-BERI
2073,04.6.51.08,PERERE-GOUROU
2074,04.6.51.09,PERERE-PEULH
2075,04.6.51.10,SAKPAROU
2076,04.6.51.11,SORIA
2077,04.6.51.12,SOUBADO
2078,04.6.51.13,TISSEROU
2079,04.6.05.01,ALAFIAROU
2080,04.6.05.02,BANI-PEULH
2081,04.6.05.03,BONROU
2082,04.6.05.04,BONROU-GANDO
2083,04.6.05.05,GBAMON
2084,04.7.01.01,FO-BOUKO
2085,04.7.01.02,FO-BOURE
2086,04.7.01.03,FO-BOURE-PEULH
2087,04.7.01.04,GAMAGUI
2088,04.7.01.05,NAREROU
2089,04.7.01.06,SAKAROU
2090,04.7.01.07,SEROU
2091,04.7.01.08,SOKKA
2092,04.7.01.09,SONKOROU
2093,04.7.01.10,TOUME
2094,04.7.02.01,KPARO
2095,04.7.02.02,SEKERE-GANDO
2096,04.7.02.03,SEKERE-MARO
2097,04.7.02.04,SEKERE-PEULH
2098,04.7.02.05,SEKO-KPAROU
2099,04.7.02.06,YARRA-BARIBA
2100,04.7.02.07,YARRA-GANDO
2101,04.7.02.08,YARRA-KOURI
2102,04.7.02.09,YARRA-PEULH
2103,04.7.03.01,DOMBOURI
2104,04.7.03.02,GAH-BAKA
2105,04.7.03.03,GORO-BANI
2106,04.7.03.04,MONSI
2107,04.7.03.05,SIKKI-GANDO
2108,04.7.03.06,SIKKI-GOUROU
2109,04.7.03.07,SIKKI-MARO
2110,04.7.03.08,WARI
2111,04.7.03.09,WARI-GANDO
2112,04.7.03.10,WARI-PEULH
2113,04.7.51.01,BOURO
2114,04.7.51.02,DIADIA
2115,04.7.51.03,DIDI
2116,04.7.51.04,GAKPEROU
2117,04.7.51.05,GNANRO-BAATONWOROU
2118,04.7.51.06,GNANRO-GANDO
2119,04.7.51.07,GOURE-GUESSOU
2120,04.7.51.08,GOUROU
2121,04.7.51.09,GOUROU-KPEROU
2122,04.7.51.10,GUESSOU-BANI
2123,04.7.51.11,GUESSOU-BANI-PEULH
2124,04.7.51.12,HAOUSSA
2125,04.7.51.13,KOSSIA
2126,04.7.51.14,LEMANOU
2127,04.8.01.01,AGBASSA
2128,04.8.01.02,AGRAMAROU
2129,04.8.01.03,ALAFIAROU
2130,04.8.01.04,AYEGOUROU
2131,04.8.01.05,BABAROU
2132,04.8.01.06,KODA
2133,04.8.01.07,KOKO
2134,04.8.01.08,OLOUNGBE
2135,04.8.02.01,ADAMOU-KPARA
2136,04.8.02.02,BANIGRI
2137,04.8.02.03,BETEROU
2138,04.8.02.04,KAKI KOKA
2139,04.8.02.05,KPAWA
2140,04.8.02.06,KPESSOU
2141,04.8.02.07,OUBEROU
2142,04.8.02.08,SINAHOU
2143,04.8.02.09,SOMOU-GAH
2144,04.8.02.10,TCHOKPASSI
2145,04.8.02.11,WARI-MARO
2146,04.8.02.12,YEBESSI
2147,04.8.03.01,GAH-GOUROU
2148,04.8.03.02,GBEBA
2149,04.8.03.03,GORO
2150,04.8.03.04,NIM SOUAMBOU
2151,04.8.04.01,BONWOUBEROU
2152,04.8.04.02,BOUAY
2153,04.8.04.03,CAMP ZATO
