,CDP,DP,CCM,CM,CAR,AR,VQ,CVQ
2760,6,COUFFO,605,LALO,60501,ADOUKANDJI,ADOUKANDJI,06.5.01.01
2761,6,COUFFO,605,LALO,60501,ADOUKANDJI,AHOUADA,06.5.01.02
2762,6,COUFFO,605,LALO,60501,ADOUKANDJI,EGUEHOUE,06.5.01.03
2763,6,COUFFO,605,LALO,60501,ADOUKANDJI,HAZIN,06.5.01.04
2764,6,COUFFO,605,LALO,60501,ADOUKANDJI,KINGNENOUHOUE,06.5.01.05
2765,6,COUFFO,605,LALO,60501,ADOUKANDJI,LOME,06.5.01.06
2766,6,COUFFO,605,LALO,60501,ADOUKANDJI,SEWAHOUE,06.5.01.07
2767,6,COUFFO,605,LALO,60501,ADOUKANDJI,YAMONTOU,06.5.01.08
2768,6,COUFFO,605,LALO,60502,AHODJINNAKO,ADONOU,06.5.02.01
2769,6,COUFFO,605,LALO,60502,AHODJINNAKO,AHODJINNAKO,06.5.02.02
2770,6,COUFFO,605,LALO,60502,AHODJINNAKO,DOGOUEDETA,06.5.02.03
2771,6,COUFFO,605,LALO,60502,AHODJINNAKO,HELLI,06.5.02.04
2772,6,COUFFO,605,LALO,60502,AHODJINNAKO,LOKOLI,06.5.02.05
2773,6,COUFFO,605,LALO,60503,AHOMADEGBE,ADJAIGBONOU,06.5.03.01
2774,6,COUFFO,605,LALO,60503,AHOMADEGBE,AHOMADEGBE,06.5.03.02
2775,6,COUFFO,605,LALO,60503,AHOMADEGBE,ALLOYA,06.5.03.03
2776,6,COUFFO,605,LALO,60503,AHOMADEGBE,HAGNONHOUE,06.5.03.04
2777,6,COUFFO,605,LALO,60504,BANIGBE,AFFOMAI,06.5.04.01
2778,6,COUFFO,605,LALO,60504,BANIGBE,BANIGBE,06.5.04.02
2779,6,COUFFO,605,LALO,60504,BANIGBE,DOLOHOUE,06.5.04.03
2780,6,COUFFO,605,LALO,60504,BANIGBE,KOUTCHIKANHOUE,06.5.04.04
2781,6,COUFFO,605,LALO,60505,GNIZOUNME,ASSOGBAHOUE,06.5.05.01
2782,6,COUFFO,605,LALO,60505,GNIZOUNME,DJIBAHOUN,06.5.05.02
2783,6,COUFFO,605,LALO,60505,GNIZOUNME,GNIZOUNME,06.5.05.03
2784,6,COUFFO,605,LALO,60505,GNIZOUNME,HANGBANNOU,06.5.05.04
2785,6,COUFFO,605,LALO,60505,GNIZOUNME,TANDJI,06.5.05.05
2786,6,COUFFO,605,LALO,60506,HLASSAME,ADJAGLIMEY,06.5.06.01
2787,6,COUFFO,605,LALO,60506,HLASSAME,EDAH-GBAWLAHOUE,06.5.06.02
2788,6,COUFFO,605,LALO,60506,HLASSAME,GNIGBANDJIME,06.5.06.03
2789,6,COUFFO,605,LALO,60506,HLASSAME,KLABESSIHOUE,06.5.06.04
2790,6,COUFFO,605,LALO,60506,HLASSAME,KPASSAKANME,06.5.06.05
2791,6,COUFFO,605,LALO,60506,HLASSAME,OUKANME,06.5.06.06
2792,6,COUFFO,605,LALO,60506,HLASSAME,SOHOUNOUHOUE,06.5.06.07
2793,6,COUFFO,605,LALO,60506,HLASSAME,SOWANOUHOUE,06.5.06.08
2794,6,COUFFO,605,LALO,60506,HLASSAME,WEWEHOUE,06.5.06.09
2795,6,COUFFO,605,LALO,60551,LALO,ADJACOME,06.5.51.01
2796,6,COUFFO,605,LALO,60551,LALO,GBEFANDJI,06.5.51.02
2797,6,COUFFO,605,LALO,60551,LALO,GOULOKO,06.5.51.03
2798,6,COUFFO,605,LALO,60551,LALO,KOUTIME,06.5.51.04
2799,6,COUFFO,605,LALO,60551,LALO,LALO,06.5.51.05
2800,6,COUFFO,605,LALO,60551,LALO,ZONMONDJI,06.5.51.06
2801,6,COUFFO,605,LALO,60507,LOKOGBA,DAVIHOUE,06.5.07.01
2802,6,COUFFO,605,LALO,60507,LOKOGBA,GNAMAME,06.5.07.02
2803,6,COUFFO,605,LALO,60507,LOKOGBA,KAIHOUE,06.5.07.03
2804,6,COUFFO,605,LALO,60507,LOKOGBA,KONDJON,06.5.07.04
2805,6,COUFFO,605,LALO,60507,LOKOGBA,KUIVONHOUE,06.5.07.05
2806,6,COUFFO,605,LALO,60507,LOKOGBA,LOKOGBA,06.5.07.06
2807,6,COUFFO,605,LALO,60507,LOKOGBA,TOULEHOUDJI,06.5.07.07
2808,6,COUFFO,605,LALO,60507,LOKOGBA,ZOUNDJAME,06.5.07.09
2809,6,COUFFO,605,LALO,60508,TCHITO,ABOTI,06.5.08.01
2810,6,COUFFO,605,LALO,60508,TCHITO,OUINFA,06.5.08.02
2811,6,COUFFO,605,LALO,60508,TCHITO,TCHITO,06.5.08.03
2812,6,COUFFO,605,LALO,60508,TCHITO,ZOUNHOME,06.5.08.04
2813,6,COUFFO,605,LALO,60509,TOHOU,BAYEKPA CENTRE,06.5.09.01
2814,6,COUFFO,605,LALO,60509,TOHOU,GOVETA,06.5.09.02
2815,6,COUFFO,605,LALO,60509,TOHOU,HEHOUKPA,06.5.09.03
2816,6,COUFFO,605,LALO,60509,TOHOU,SAWANOU,06.5.09.04
2817,6,COUFFO,605,LALO,60509,TOHOU,TOHOU-CENTRE,06.5.09.05
2818,6,COUFFO,605,LALO,60510,ZALLI,ADJASSAGON,06.5.10.01
2819,6,COUFFO,605,LALO,60510,ZALLI,AZANGBE,06.5.10.02
2820,6,COUFFO,605,LALO,60510,ZALLI,KADEBOU,06.5.10.03
2821,6,COUFFO,605,LALO,60510,ZALLI,KINDJI,06.5.10.04
2822,6,COUFFO,605,LALO,60510,ZALLI,KOWOME,06.5.10.05
2823,6,COUFFO,605,LALO,60510,ZALLI,ZALLI,06.5.10.06
2824,6,COUFFO,606,TOVIKLIN,60601,ADJIDO,AGBOZOHOUDJI,06.6.01.02
2825,6,COUFFO,606,TOVIKLIN,60601,ADJIDO,ATCHIOUME,06.6.01.03
2826,6,COUFFO,606,TOVIKLIN,60601,ADJIDO,AWANDJI,06.6.01.04
2827,6,COUFFO,606,TOVIKLIN,60601,ADJIDO,DANSOUHOUE,06.6.01.05
2828,6,COUFFO,606,TOVIKLIN,60601,ADJIDO,DEKANDJI,06.6.01.06
2829,6,COUFFO,606,TOVIKLIN,60601,ADJIDO,GLIDJI,06.6.01.07
2830,6,COUFFO,606,TOVIKLIN,60601,ADJIDO,HEDJAME,06.6.01.08
2831,6,COUFFO,606,TOVIKLIN,60601,ADJIDO,HOUNDEHOUSSOHOUE,06.6.01.09
2832,6,COUFFO,606,TOVIKLIN,60601,ADJIDO,KPODJI,06.6.01.10
2833,6,COUFFO,606,TOVIKLIN,60601,ADJIDO,MAIBOUI KPOTA,06.6.01.11
2834,6,COUFFO,606,TOVIKLIN,60601,ADJIDO,MAIBOUI SODOKPOHOUE,06.6.01.12
2835,6,COUFFO,606,TOVIKLIN,60602,AVEDJIN,DANDJEKPOHOUE,06.6.02.01
2836,6,COUFFO,606,TOVIKLIN,60602,AVEDJIN,NATABOUHOUE,06.6.02.02
2837,6,COUFFO,606,TOVIKLIN,60602,AVEDJIN,SOGNONNOUHOUE,06.6.02.03
2838,6,COUFFO,606,TOVIKLIN,60602,AVEDJIN,TOHOUNHOUE,06.6.02.04
2839,6,COUFFO,606,TOVIKLIN,60603,DOKO,DJIDOWANOU,06.6.03.01
2840,6,COUFFO,606,TOVIKLIN,60603,DOKO,DJOUGANME,06.6.03.02
2841,6,COUFFO,606,TOVIKLIN,60603,DOKO,DJOUVIME,06.6.03.03
2842,6,COUFFO,606,TOVIKLIN,60603,DOKO,DOKO CENTRE,06.6.03.04
2843,6,COUFFO,606,TOVIKLIN,60603,DOKO,GBOYIZOUNHOUE,06.6.03.05
2844,6,COUFFO,606,TOVIKLIN,60603,DOKO,KLEME,06.6.03.06
2845,6,COUFFO,606,TOVIKLIN,60603,DOKO,NANONME,06.6.03.07
2846,6,COUFFO,606,TOVIKLIN,60603,DOKO,TCHOULEHOUDJI,06.6.03.08
2847,6,COUFFO,606,TOVIKLIN,60603,DOKO,ZOHOUDJI,06.6.03.09
2848,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,ABLOGANME,06.6.04.01
2849,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,ADJOHOUE,06.6.04.02
2850,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,AFFOMADI,06.6.04.03
2851,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,HEWOGBE,06.6.04.04
2852,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,HOUEDOGLI CENTRE,06.6.04.05
2853,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,HOUEGANGBE,06.6.04.06
2854,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,KPAKOUIHOUE,06.6.04.07
2855,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,LAGBAHOME,06.6.04.08
2856,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,LAGBAKADA,06.6.04.09
2857,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,TADOKOME,06.6.04.10
2858,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,TCHANKADA,06.6.04.11
2859,6,COUFFO,606,TOVIKLIN,60604,HOUEDOGLI,ZOUGOUME,06.6.04.12
2860,6,COUFFO,606,TOVIKLIN,60605,MISSINKO,AGBEDOUME,06.6.05.01
2861,6,COUFFO,606,TOVIKLIN,60605,MISSINKO,AGOME,06.6.05.02
2862,6,COUFFO,606,TOVIKLIN,60605,MISSINKO,AYIDJEDO,06.6.05.03
2863,6,COUFFO,606,TOVIKLIN,60605,MISSINKO,DJOUDOME,06.6.05.04
2864,6,COUFFO,606,TOVIKLIN,60605,MISSINKO,KODOHOUE,06.6.05.05
2865,6,COUFFO,606,TOVIKLIN,60605,MISSINKO,MISSINKO CENTRE,06.6.05.06
2866,6,COUFFO,606,TOVIKLIN,60605,MISSINKO,ZAFFI,06.6.05.07
2867,6,COUFFO,606,TOVIKLIN,60606,TANNOU-GOLA,DJIKEME,06.6.06.01
2868,6,COUFFO,606,TOVIKLIN,60606,TANNOU-GOLA,DOHODJI,06.6.06.02
2869,6,COUFFO,606,TOVIKLIN,60606,TANNOU-GOLA,GBAYEDJI,06.6.06.03
2870,6,COUFFO,606,TOVIKLIN,60606,TANNOU-GOLA,GBINNOUHOUE,06.6.06.04
2871,6,COUFFO,606,TOVIKLIN,60606,TANNOU-GOLA,OUSSOUME,06.6.06.05
2872,6,COUFFO,606,TOVIKLIN,60606,TANNOU-GOLA,TANNOU-GOLA CENTRE,06.6.06.06
2873,6,COUFFO,606,TOVIKLIN,60606,TANNOU-GOLA,TCHANKOUE,06.6.06.07
2874,6,COUFFO,606,TOVIKLIN,60606,TANNOU-GOLA,TOSSEHOUE,06.6.06.08
2875,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,AKOME,06.6.51.01
2876,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,DAVI,06.6.51.02
2877,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,DJIGANGNONHOU,06.6.51.03
2878,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,DOKO ATCHANVIGUEME,06.6.51.04
2879,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,DOKO DJOUDOME,06.6.51.05
2880,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,KPEVE,06.6.51.06
2881,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,KPOHOUDJOU,06.6.51.07
2882,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,KPOHOUDJOUGAN,06.6.51.08
2883,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,SEKOUHOUE,06.6.51.09
2884,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,TANNOU AVEDJI,06.6.51.10
2885,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,TOVIKLIN CENTRE,06.6.51.11
2886,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,TOVIKLIN QUARTIER,06.6.51.12
2887,6,COUFFO,606,TOVIKLIN,60651,TOVIKLIN,ZOHENOU,06.6.51.13
2888,7,DONGA,701,BASSILA,70101,ALEDJO,AKARADE,07.1.01.01
2889,7,DONGA,701,BASSILA,70101,ALEDJO,ALEDJO,07.1.01.02
2890,7,DONGA,701,BASSILA,70101,ALEDJO,BOUTOU,07.1.01.03
2891,7,DONGA,701,BASSILA,70101,ALEDJO,IGADOUGOU,07.1.01.04
2892,7,DONGA,701,BASSILA,70101,ALEDJO,KADEGUE,07.1.01.05
2893,7,DONGA,701,BASSILA,70101,ALEDJO,KAOUTE,07.1.01.06
2894,7,DONGA,701,BASSILA,70101,ALEDJO,NIBADARA,07.1.01.07
2895,7,DONGA,701,BASSILA,70101,ALEDJO,PARTAGO,07.1.01.08
2896,7,DONGA,701,BASSILA,70101,ALEDJO,TCHIMBERI,07.1.01.09
2897,7,DONGA,701,BASSILA,70151,BASSILA,ADJIMON,07.1.51.01
2898,7,DONGA,701,BASSILA,70151,BASSILA,ADJIRO,07.1.51.02
2899,7,DONGA,701,BASSILA,70151,BASSILA,AORO-LOKPA,07.1.51.03
2900,7,DONGA,701,BASSILA,70151,BASSILA,APPI,07.1.51.05
2901,7,DONGA,701,BASSILA,70151,BASSILA,ASSION,07.1.51.06
2902,7,DONGA,701,BASSILA,70151,BASSILA,BASSILA ABIGUEDOU,07.1.51.07
2903,7,DONGA,701,BASSILA,70151,BASSILA,BASSILA ALLAN,07.1.51.08
2904,7,DONGA,701,BASSILA,70151,BASSILA,BASSILA BAKABAKA,07.1.51.09
2905,7,DONGA,701,BASSILA,70151,BASSILA,BIGUINA HOLOUDE,07.1.51.11
2906,7,DONGA,701,BASSILA,70151,BASSILA,BIGUINA TOSSO,07.1.51.12
2907,7,DONGA,701,BASSILA,70151,BASSILA,DIEPANI-BALIMBOLI,07.1.51.13
2908,7,DONGA,701,BASSILA,70151,BASSILA,DOGUE,07.1.51.14
2909,7,DONGA,701,BASSILA,70151,BASSILA,FRIGNION,07.1.51.15
2910,7,DONGA,701,BASSILA,70151,BASSILA,GUIGUISSO,07.1.51.16
2911,7,DONGA,701,BASSILA,70151,BASSILA,KIKELE,07.1.51.18
2912,7,DONGA,701,BASSILA,70151,BASSILA,KOIWALI,07.1.51.19
2913,7,DONGA,701,BASSILA,70151,BASSILA,KPREKETE,07.1.51.20
2914,7,DONGA,701,BASSILA,70102,MANIGRI,IGBERE,07.1.02.01
2915,7,DONGA,701,BASSILA,70102,MANIGRI,MANIGRI OKE IGBOELE,07.1.02.02
2916,7,DONGA,701,BASSILA,70102,MANIGRI,MANIGRI-IKANNI,07.1.02.03
2917,7,DONGA,701,BASSILA,70102,MANIGRI,MODOGUI,07.1.02.05
2918,7,DONGA,701,BASSILA,70102,MANIGRI,TEKE-TEROU,07.1.02.06
2919,7,DONGA,701,BASSILA,70102,MANIGRI,WANNOU,07.1.02.07
2920,7,DONGA,701,BASSILA,70103,PENESSOULOU,AWO,07.1.03.01
2921,7,DONGA,701,BASSILA,70103,PENESSOULOU,BAYAKOU,07.1.03.02
2922,7,DONGA,701,BASSILA,70103,PENESSOULOU,BODI,07.1.03.03
2923,7,DONGA,701,BASSILA,70103,PENESSOULOU,DINGOU,07.1.03.04
2924,7,DONGA,701,BASSILA,70103,PENESSOULOU,KODOWARI,07.1.03.05
2925,7,DONGA,701,BASSILA,70103,PENESSOULOU,MELAN,07.1.03.06
2926,7,DONGA,701,BASSILA,70103,PENESSOULOU,NAGAYILE,07.1.03.07
2927,7,DONGA,701,BASSILA,70103,PENESSOULOU,NIORO-KOLINA,07.1.03.08
2928,7,DONGA,701,BASSILA,70103,PENESSOULOU,OULI,07.1.03.09
2929,7,DONGA,701,BASSILA,70103,PENESSOULOU,PENELAN,07.1.03.10
2930,7,DONGA,701,BASSILA,70103,PENESSOULOU,PENESSOULOU,07.1.03.11
2931,7,DONGA,701,BASSILA,70103,PENESSOULOU,SALMANGA,07.1.03.12
2932,7,DONGA,701,BASSILA,70103,PENESSOULOU,TABA,07.1.03.13
2933,7,DONGA,701,BASSILA,70103,PENESSOULOU,TCHETOU,07.1.03.14
2934,7,DONGA,701,BASSILA,70103,PENESSOULOU,WOLO,07.1.03.15
2935,7,DONGA,701,BASSILA,70103,PENESSOULOU,YARI,07.1.03.16
2936,7,DONGA,702,COPARGO,70201,ANANDANA,ANANDANA,07.2.01.01
2937,7,DONGA,702,COPARGO,70201,ANANDANA,FOUNGOU,07.2.01.02
2938,7,DONGA,702,COPARGO,70201,ANANDANA,KOUBENEBENE,07.2.01.03
2939,7,DONGA,702,COPARGO,70201,ANANDANA,KOUBOKOUBORE,07.2.01.04
2940,7,DONGA,702,COPARGO,70201,ANANDANA,KOUKOULBENDI,07.2.01.05
2941,7,DONGA,702,COPARGO,70201,ANANDANA,KOUTCHANTI,07.2.01.06
2942,7,DONGA,702,COPARGO,70201,ANANDANA,N'DAM,07.2.01.07
2943,7,DONGA,702,COPARGO,70201,ANANDANA,PARGOUTE,07.2.01.08
2944,7,DONGA,702,COPARGO,70201,ANANDANA,SETRAH,07.2.01.09
2945,7,DONGA,702,COPARGO,70251,COPARGO,BABANZAOURE,07.2.51.01
2946,7,DONGA,702,COPARGO,70251,COPARGO,COPARGO,07.2.51.02
2947,7,DONGA,702,COPARGO,70251,COPARGO,DALKPALAHOU,07.2.51.03
2948,7,DONGA,702,COPARGO,70251,COPARGO,DJESSEKOU,07.2.51.04
2949,7,DONGA,702,COPARGO,70251,COPARGO,GALORA-YABAGA,07.2.51.05
2950,7,DONGA,702,COPARGO,70251,COPARGO,GOSSINA,07.2.51.06
2951,7,DONGA,702,COPARGO,70251,COPARGO,LEFENDI,07.2.51.07
2952,7,DONGA,702,COPARGO,70251,COPARGO,PASSABIA,07.2.51.08
2953,7,DONGA,702,COPARGO,70251,COPARGO,SATIEKA-GBAMDI,07.2.51.09
2954,7,DONGA,702,COPARGO,70251,COPARGO,TANI,07.2.51.10
2955,7,DONGA,702,COPARGO,70251,COPARGO,TCHAKLERO YAROU,07.2.51.11
2956,7,DONGA,702,COPARGO,70251,COPARGO,TCHOUTCHOU,07.2.51.12
2957,7,DONGA,702,COPARGO,70251,COPARGO,YAKA,07.2.51.13
2958,7,DONGA,702,COPARGO,70251,COPARGO,YAOURA,07.2.51.14
2959,7,DONGA,702,COPARGO,70202,PABEGOU,BAMISSO,07.2.02.01
2960,7,DONGA,702,COPARGO,70202,PABEGOU,BOM-BOM,07.2.02.02
2961,7,DONGA,702,COPARGO,70202,PABEGOU,BORO-KOURI,07.2.02.03
2962,7,DONGA,702,COPARGO,70202,PABEGOU,GNANFOUNOUM,07.2.02.04
2963,7,DONGA,702,COPARGO,70202,PABEGOU,PABEGOU,07.2.02.05
2964,7,DONGA,702,COPARGO,70202,PABEGOU,PALAMPAGOU,07.2.02.06
2965,7,DONGA,702,COPARGO,70202,PABEGOU,TCHAKLERO,07.2.02.07
2966,7,DONGA,702,COPARGO,70202,PABEGOU,TIGNINOUN,07.2.02.08
2967,7,DONGA,702,COPARGO,70203,SINGRE,BISSINRA,07.2.03.01
2968,7,DONGA,702,COPARGO,70203,SINGRE,CANA,07.2.03.02
2969,7,DONGA,702,COPARGO,70203,SINGRE,DAKPERA,07.2.03.03
2970,7,DONGA,702,COPARGO,70203,SINGRE,KANKOULGA,07.2.03.04
2971,7,DONGA,702,COPARGO,70203,SINGRE,KARHUM-DORA,07.2.03.05
2972,7,DONGA,702,COPARGO,70203,SINGRE,KARHUM-MALERO,07.2.03.06
2973,7,DONGA,702,COPARGO,70203,SINGRE,KARHUM-YAOUROU,07.2.03.07
2974,7,DONGA,702,COPARGO,70203,SINGRE,KATABAM,07.2.03.08
2975,7,DONGA,702,COPARGO,70203,SINGRE,MAHO,07.2.03.09
2976,7,DONGA,702,COPARGO,70203,SINGRE,NIMOUROU,07.2.03.10
2977,7,DONGA,702,COPARGO,70203,SINGRE,PASSANGRE,07.2.03.11
2978,7,DONGA,702,COPARGO,70203,SINGRE,SEMA,07.2.03.12
2979,7,DONGA,702,COPARGO,70203,SINGRE,SINGRE,07.2.03.13
2980,7,DONGA,702,COPARGO,70203,SINGRE,TAHO,07.2.03.14
2981,7,DONGA,702,COPARGO,70203,SINGRE,WADHEROU,07.2.03.15
2982,7,DONGA,703,DJOUGOU,70301,BAREI,ANOUM,07.3.01.01
2983,7,DONGA,703,DJOUGOU,70301,BAREI,BANDESSAR,07.3.01.02
2984,7,DONGA,703,DJOUGOU,70301,BAREI,BANDETCHOHI,07.3.01.03
2985,7,DONGA,703,DJOUGOU,70301,BAREI,BAREI VAAHA,07.3.01.04
2986,7,DONGA,703,DJOUGOU,70301,BAREI,BAREI-SAOUPEHOUN,07.3.01.05
2987,7,DONGA,703,DJOUGOU,70301,BAREI,DANGOUSSAR,07.3.01.06
2988,7,DONGA,703,DJOUGOU,70301,BAREI,GONDESSAR,07.3.01.07
2989,7,DONGA,703,DJOUGOU,70301,BAREI,KOURLI,07.3.01.08
2990,7,DONGA,703,DJOUGOU,70301,BAREI,SELRA,07.3.01.09
2991,7,DONGA,703,DJOUGOU,70302,BARIENOU,AFATALANGA,07.3.02.01
2992,7,DONGA,703,DJOUGOU,70302,BARIENOU,AKEKEROU,07.3.02.02
2993,7,DONGA,703,DJOUGOU,70302,BARIENOU,BARIENOU,07.3.02.03
2994,7,DONGA,703,DJOUGOU,70302,BARIENOU,BORTOKO,07.3.02.04
2995,7,DONGA,703,DJOUGOU,70302,BARIENOU,DEDERA,07.3.02.05
2996,7,DONGA,703,DJOUGOU,70302,BARIENOU,FOYO,07.3.02.07
2997,7,DONGA,703,DJOUGOU,70302,BARIENOU,GAOUGA,07.3.02.08
2998,7,DONGA,703,DJOUGOU,70302,BARIENOU,GNANSONGA,07.3.02.09
2999,7,DONGA,703,DJOUGOU,70302,BARIENOU,GNOGAMBI,07.3.02.10
3000,7,DONGA,703,DJOUGOU,70302,BARIENOU,GNONRI,07.3.02.11
3001,7,DONGA,703,DJOUGOU,70302,BARIENOU,KOKOSSIKA,07.3.02.13
3002,7,DONGA,703,DJOUGOU,70302,BARIENOU,KOUA,07.3.02.14
3003,7,DONGA,703,DJOUGOU,70302,BARIENOU,KPAYEROUN,07.3.02.15
3004,7,DONGA,703,DJOUGOU,70302,BARIENOU,MONE,07.3.02.16
3005,7,DONGA,703,DJOUGOU,70302,BARIENOU,POTOKOU,07.3.02.17
3006,7,DONGA,703,DJOUGOU,70302,BARIENOU,TAMOHOUN,07.3.02.18
3007,7,DONGA,703,DJOUGOU,70303,BELLEFOUNGOU,ANGBA,07.3.03.01
3008,7,DONGA,703,DJOUGOU,70303,BELLEFOUNGOU,BELLEFOUNGOU,07.3.03.02
3009,7,DONGA,703,DJOUGOU,70303,BELLEFOUNGOU,KPEGOUNOU,07.3.03.03
3010,7,DONGA,703,DJOUGOU,70303,BELLEFOUNGOU,SOSSO,07.3.03.04
3011,7,DONGA,703,DJOUGOU,70303,BELLEFOUNGOU,TOLRA,07.3.03.05
3012,7,DONGA,703,DJOUGOU,70304,BOUGOU,BOUGOU LIRA,07.3.04.02
3013,7,DONGA,703,DJOUGOU,70304,BOUGOU,KPANDOUGA,07.3.04.03
3014,7,DONGA,703,DJOUGOU,70304,BOUGOU,KPAOUYA,07.3.04.04
3015,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,FOUNGA,07.3.51.01
3016,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,GAH,07.3.51.02
3017,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,GOGONIGA,07.3.51.03
3018,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,KAMOUHOU,07.3.51.04
3019,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,KILIR,07.3.51.05
3020,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,MADINA,07.3.51.06
3021,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,MORWATCHOHI,07.3.51.07
3022,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,PETONI-POHO-GOROBANI,07.3.51.08
3023,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,PETONI-POHO-PARTAGO,07.3.51.09
3024,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,SAPAHA,07.3.51.10
3025,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,SASSIROU,07.3.51.11
3026,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,SELROU,07.3.51.12
3027,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,SOUBROUKOU,07.3.51.13
3028,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,TAIFA,07.3.51.14
3029,7,DONGA,703,DJOUGOU,70351,DJOUGOU I,ZONGO,07.3.51.15
3030,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,ALFA-ISSA,07.3.52.01
3031,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,ANGARADEBOU,07.3.52.02
3032,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,BASSALA,07.3.52.03
3033,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,BONBORH,07.3.52.04
3034,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,DJAKPINGOU,07.3.52.05
3035,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,KAKABOUNOU-BERI,07.3.52.06
3036,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,KPARSI,07.3.52.07
3037,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,KPATOUHOU,07.3.52.08
3038,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,LEMAN-BOGOU,07.3.52.09
3039,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,LEMAN-MANDE,07.3.52.10
3040,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,NALOHOU,07.3.52.11
3041,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,TIMTIM-BONGO,07.3.52.12
3042,7,DONGA,703,DJOUGOU,70352,DJOUGOU II,WARGOU,07.3.52.13
3043,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,ANGARA,07.3.53.01
3044,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,BAPARAPE,07.3.53.02
3045,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,BATOULOU,07.3.53.03
3046,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,BATOULOU MOUNLA,07.3.53.04
3047,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,DENDOUGOU,07.3.53.05
3048,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,FORMAGAZI,07.3.53.06
3049,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,KPAMALANGOU,07.3.53.07
3050,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,NOUMANE,07.3.53.08
3051,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,SEHVESSI,07.3.53.09
3052,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,SINASSINGOU,07.3.53.10
3053,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,ZEMBOUGOU-BERI,07.3.53.11
3054,7,DONGA,703,DJOUGOU,70353,DJOUGOU III,ZOUNTORI,07.3.53.12
3055,7,DONGA,703,DJOUGOU,70305,KOLOCONDE,AGOROGOSSI,07.3.05.01
3056,7,DONGA,703,DJOUGOU,70305,KOLOCONDE,BARI,07.3.05.02
3057,7,DONGA,703,DJOUGOU,70305,KOLOCONDE,BOUNGOUROU,07.3.05.03
3058,7,DONGA,703,DJOUGOU,70305,KOLOCONDE,FOUMBEA,07.3.05.04
3059,7,DONGA,703,DJOUGOU,70305,KOLOCONDE,GANGAMOU,07.3.05.05
